Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionBinary,SalaryAgeRatio,TenurePerRole,SatisfactionComposite,PromotionLag,IncomeVsRoleAvg,OvertimeFlag,CareerVelocity,ManagerTenureRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
47,571,14,3,3,78,3,2,3,4591,24200,3,1,17,3,3,1,11,4,2,5,4,1,2,0,97.68085106382979,0.8,2.75,4,0.6630293069420972,1,0.18181818181818182,0.4,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
28,289,2,2,3,38,2,1,1,2561,5355,7,0,11,3,3,0,8,2,2,0,0,0,0,1,91.46428571428571,0.0,2.25,0,0.791123138925631,0,0.125,0.0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
28,1423,1,3,1,72,2,1,3,1563,12530,1,0,14,3,4,1,1,2,1,1,0,0,0,0,55.82142857142857,0.0,2.25,1,0.4824114866521787,0,1.0,0.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
28,467,7,3,3,55,3,2,1,4898,11827,0,0,14,3,4,0,5,5,3,4,2,1,3,0,174.92857142857142,0.5,2.75,3,0.707366052146023,0,0.4,0.75,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
49,271,3,2,3,43,2,2,1,4789,23070,4,0,25,4,1,1,10,3,3,3,2,1,2,0,97.73469387755102,0.6666666666666666,2.0,2,1.4793786459644072,0,0.2,0.6666666666666666,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
29,410,2,1,4,97,3,1,2,3180,4668,0,0,13,3,3,3,4,3,3,3,2,0,2,0,109.65517241379311,0.6666666666666666,3.0,3,0.9823395477483431,0,0.25,0.6666666666666666,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
28,1083,29,1,3,96,1,2,2,6549,3173,1,0,14,3,2,2,8,2,2,8,6,1,7,0,233.89285714285714,0.75,2.25,7,0.8977212030686476,0,0.25,0.875,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
33,516,8,5,4,69,3,2,3,6388,22049,2,1,17,3,1,0,14,6,3,0,0,0,0,0,193.57575757575756,0.0,2.75,0,0.8484793179947033,1,0.14285714285714285,0.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
32,495,10,3,3,64,3,3,4,11244,21072,2,0,25,4,2,0,10,5,4,5,2,0,0,0,351.375,0.4,3.25,5,0.6544180958853225,0,0.3,0.0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
54,1050,11,4,2,87,3,4,4,16032,24456,3,0,20,4,1,1,26,2,3,14,9,1,12,0,296.8888888888889,0.6428571428571429,2.5,13,0.933087060942146,0,0.15384615384615385,0.8571428571428571,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
29,224,1,4,1,100,2,1,1,2362,7568,6,0,13,3,3,0,11,2,1,9,7,0,7,1,81.44827586206897,0.7777777777777778,1.5,9,0.7290185102190954,0,0.09090909090909091,0.7777777777777778,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
44,136,28,3,4,32,3,4,1,16328,22074,3,0,13,3,3,1,24,1,4,20,6,14,17,0,371.09090909090907,0.3,3.0,6,1.018364616694369,0,0.16666666666666666,0.85,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
39,1089,6,3,2,32,3,3,2,8376,9150,4,0,18,3,4,0,9,3,3,2,0,2,2,0,214.76923076923077,0.0,2.75,0,1.1481619784551826,0,0.3333333333333333,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
46,228,3,3,3,51,3,4,2,16606,11380,8,0,12,3,4,1,23,2,4,13,12,5,1,0,361.0,0.9230769230769231,3.25,8,0.9664947438875547,0,0.17391304347826086,0.07692307692307693,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
35,1029,16,3,4,91,2,3,2,8606,21195,1,0,19,3,4,0,11,3,1,11,8,3,3,0,245.88571428571427,0.7272727272727273,2.75,8,1.1430828131907351,0,0.2727272727272727,0.2727272727272727,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
23,507,20,1,1,97,3,2,3,2272,24812,0,0,14,3,2,0,5,2,3,4,3,1,2,0,98.78260869565217,0.75,2.25,3,0.7018476265673697,0,0.4,0.5,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
40,676,9,4,4,86,3,1,1,2018,21831,3,0,14,3,2,0,15,3,1,5,4,1,0,1,50.45,0.8,2.0,4,0.6233840274704894,0,0.06666666666666667,0.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
34,971,1,3,4,64,2,3,3,7083,12288,1,1,14,3,4,0,10,3,3,10,9,8,6,0,208.3235294117647,0.9,3.5,2,1.022922365730968,1,0.3,0.6,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
31,561,3,3,4,33,3,1,3,4084,4156,1,0,12,3,1,0,7,2,1,7,2,7,7,1,131.74193548387098,0.2857142857142857,2.25,0,1.2605044859165053,0,0.14285714285714285,1.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
50,333,22,5,3,88,1,4,4,14411,24450,1,1,13,3,4,0,32,2,3,32,6,13,9,0,288.22,0.1875,3.5,19,0.8988028228308765,1,0.125,0.28125,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
34,1440,7,2,2,55,3,1,3,2308,4944,0,1,25,4,2,1,12,4,3,11,10,5,7,0,67.88235294117646,0.9090909090909091,2.5,6,0.8789032749428789,1,0.08333333333333333,0.6363636363636364,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False
42,1210,2,3,3,68,2,1,2,4841,24052,4,0,14,3,2,1,4,3,3,1,0,0,0,0,115.26190476190476,0.0,2.5,1,1.495442059952745,0,0.25,0.0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
37,674,13,3,1,47,3,2,4,4285,3031,1,0,17,3,1,0,10,2,3,10,8,3,7,0,115.8108108108108,0.8,2.25,7,1.3225420475397223,0,0.2,0.7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
29,441,8,1,3,39,1,2,1,9715,7288,3,0,13,3,3,1,9,3,3,7,7,0,7,0,335.0,1.0,2.5,7,1.2903845607887512,0,0.2222222222222222,1.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
33,575,25,3,4,44,2,2,2,4320,24152,1,0,13,3,4,0,5,2,3,5,3,0,2,0,130.9090909090909,0.6,3.25,5,0.5921752324410684,0,0.4,0.4,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
45,950,28,3,4,97,3,1,4,2132,4585,4,0,20,4,4,1,8,3,3,5,4,0,3,0,47.37777777777778,0.8,3.75,5,0.6580302556253647,0,0.125,0.6,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
42,288,2,3,4,40,3,3,4,10124,18611,2,1,14,3,3,1,24,3,1,20,8,13,9,0,241.04761904761904,0.4,3.0,7,1.3447095515620502,1,0.125,0.45,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
40,1342,9,2,1,47,3,2,1,5473,19345,0,0,12,3,4,0,9,5,4,8,4,7,1,0,136.825,0.5,2.5,1,0.790407187299956,0,0.2222222222222222,0.125,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
33,589,28,4,2,79,3,2,3,5207,22949,1,1,12,3,2,1,15,3,3,15,14,5,7,0,157.78787878787878,0.9333333333333333,2.5,10,1.6085037814860448,1,0.13333333333333333,0.4666666666666667,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
40,898,6,2,3,38,3,4,4,16437,17381,1,1,21,4,4,0,21,2,3,21,7,7,7,0,410.925,0.3333333333333333,3.5,14,0.9566586839262758,1,0.19047619047619047,0.3333333333333333,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
24,350,21,2,3,57,2,1,1,2296,10036,0,0,14,3,2,3,2,3,3,1,1,0,0,0,95.66666666666667,1.0,2.25,1,0.7092615099466024,0,0.5,0.0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
40,1142,8,2,4,72,3,2,4,4069,8841,3,1,18,3,3,0,8,2,3,2,2,2,2,0,101.725,1.0,3.5,0,0.5404606050282479,1,0.25,1.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
45,538,1,4,1,66,3,3,2,7441,20933,1,0,12,3,1,3,10,4,3,10,8,7,7,0,165.35555555555555,0.8,1.75,3,0.9883429250467419,0,0.3,0.7,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
35,1402,28,4,2,98,2,1,3,2430,26204,0,0,23,4,1,2,6,5,3,5,3,4,2,0,69.42857142857143,0.6,2.25,1,0.9253617669459253,0,0.16666666666666666,0.4,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
32,824,5,2,4,67,2,2,2,5878,15624,3,0,12,3,1,1,12,2,3,7,1,2,5,0,183.6875,0.14285714285714285,2.5,5,1.814212871747605,0,0.16666666666666666,0.7142857142857143,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
36,1157,2,4,3,70,3,1,4,2644,17001,3,1,21,4,4,0,7,3,2,3,2,1,2,0,73.44444444444444,0.6666666666666666,3.25,2,1.0068545316070068,1,0.14285714285714285,0.6666666666666666,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
48,492,16,4,3,96,3,2,3,6439,13693,8,0,14,3,3,1,18,2,3,8,7,7,7,0,134.14583333333334,0.875,3.0,1,0.9299162943585632,0,0.1111111111111111,0.875,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
29,598,9,3,3,91,4,1,3,2451,22376,6,0,18,3,1,2,5,2,2,1,0,0,0,0,84.51724137931035,0.0,2.25,1,0.7564878783010173,0,0.2,0.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
33,1242,8,4,1,46,3,2,1,6392,10589,2,0,13,3,4,1,8,6,1,2,2,2,2,0,193.6969696969697,1.0,1.75,0,0.9231285841807634,0,0.25,1.0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
30,740,1,3,2,64,2,2,1,9714,5323,1,0,11,3,4,1,10,4,3,10,8,6,7,1,323.8,0.8,2.5,4,1.4028897163222678,0,0.2,0.7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
38,888,10,4,3,71,3,2,3,6077,14814,3,0,11,3,3,0,10,2,3,6,3,1,2,0,159.92105263157896,0.5,3.0,5,1.4346927934840348,0,0.2,0.3333333333333333,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
35,992,1,3,4,68,2,1,1,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2,0,70.0,0.0,2.5,2,0.7568339282966794,0,0.3333333333333333,0.6666666666666666,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
30,1288,29,4,3,33,3,3,2,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3,0,308.3333333333333,0.5,2.5,3,1.3358791307371811,0,0.3333333333333333,0.75,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
35,104,2,3,1,69,3,1,1,2074,26619,1,1,12,3,4,1,1,2,3,1,0,0,0,1,59.25714285714286,0.0,2.25,1,0.6406830886886993,1,1.0,0.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53,607,2,5,3,78,2,3,4,10169,14618,0,0,16,3,2,1,34,4,3,33,7,1,9,1,191.8679245283019,0.21212121212121213,3.0,32,1.3939421154382465,0,0.08823529411764706,0.2727272727272727,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
38,903,2,3,3,81,3,2,2,4855,7653,4,0,11,3,1,2,7,2,3,5,2,1,4,1,127.76315789473684,0.4,2.25,4,0.6655117484956915,0,0.2857142857142857,0.8,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
32,1200,1,4,4,62,3,2,1,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2,0,127.71875,0.8333333333333334,2.25,5,1.2614304196720758,0,0.2222222222222222,0.3333333333333333,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
48,1108,15,4,3,65,3,1,1,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,0,49.3125,0.25,2.5,1,0.730561733145046,0,0.1,0.75,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
34,479,7,4,1,35,3,1,4,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0,0,87.41176470588235,0.0,2.25,1,0.9172917071850768,0,1.0,0.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
55,685,26,5,3,60,2,5,4,19586,23037,1,0,21,4,3,1,36,3,3,36,6,2,13,0,356.1090909090909,0.16666666666666666,3.25,34,1.1399353278201643,0,0.1388888888888889,0.3611111111111111,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
34,1351,1,4,2,45,3,2,4,5484,13008,9,0,17,3,2,1,9,3,2,2,2,2,1,0,161.2941176470588,1.0,2.5,0,1.6926069051826922,0,0.2222222222222222,0.5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
26,474,3,3,1,89,3,1,4,2061,11133,1,0,21,4,1,0,1,5,3,1,0,0,0,0,79.26923076923077,0.0,2.25,1,0.6361164900768652,0,1.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
38,1245,14,3,3,80,3,2,2,9924,12355,0,0,11,3,4,1,10,3,3,9,8,7,7,0,261.1578947368421,0.8888888888888888,3.0,2,1.433217783074139,0,0.2,0.7777777777777778,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
38,437,16,3,2,90,3,2,2,4198,16379,2,0,12,3,2,0,8,5,4,3,2,1,2,0,110.47368421052632,0.6666666666666666,2.5,2,0.6062724963064525,0,0.25,0.6666666666666666,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
36,884,1,4,2,73,3,2,3,6815,21447,6,0,13,3,1,0,15,5,3,1,0,0,0,0,189.30555555555554,0.0,2.25,1,0.984217975780961,0,0.13333333333333333,0.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
29,1370,3,1,2,87,3,1,1,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,0,162.86206896551724,0.9,2.5,9,1.4589904666715172,1,0.1,0.5,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
35,670,10,4,1,51,3,2,3,6142,4223,3,1,16,3,3,0,10,4,3,5,2,0,4,0,175.4857142857143,0.4,2.5,5,0.8158046291677313,1,0.2,0.8,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
39,1462,6,3,4,38,4,3,3,8237,4658,2,0,11,3,1,1,11,3,3,7,6,7,6,0,211.2051282051282,0.8571428571428571,2.75,0,1.1895823135007741,0,0.2727272727272727,0.8571428571428571,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
29,995,2,1,1,87,3,2,4,8853,24483,1,0,19,3,4,1,6,0,4,6,4,1,3,0,305.2758620689655,0.6666666666666666,3.25,5,1.1758903259560283,0,0.3333333333333333,0.5,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50,264,9,3,3,59,3,5,3,19331,19519,4,1,16,3,3,1,27,2,3,1,0,0,0,0,386.62,0.0,3.0,1,1.1250939355708973,1,0.18518518518518517,0.0,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
23,977,10,3,4,45,4,1,3,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2,0,90.1304347826087,1.0,3.5,0,0.6398202250991468,0,0.25,1.0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
36,1302,6,4,1,80,4,2,1,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,0,154.5,0.6666666666666666,2.25,3,1.7181674731371963,1,0.2222222222222222,0.6666666666666666,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
42,1059,9,2,4,93,2,5,4,19613,26362,8,0,22,4,4,0,24,2,3,1,0,0,1,0,466.9761904761905,0.0,3.75,1,1.1415067693524394,0,0.20833333333333334,1.0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
35,750,28,3,2,46,4,2,3,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8,0,97.34285714285714,0.9,2.75,4,1.0524625280435864,0,0.2,0.8,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
34,653,10,4,4,92,2,2,3,5063,15332,1,0,14,3,2,1,8,3,2,8,2,7,7,0,148.91176470588235,0.25,2.75,1,0.672487599719346,0,0.25,0.875,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
40,118,14,2,4,84,3,2,1,4639,11262,1,0,15,3,3,1,5,2,3,5,4,1,2,0,115.975,0.8,2.75,4,0.669961436485382,0,0.4,0.4,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
43,990,27,3,4,87,4,1,2,4876,5855,5,0,12,3,3,1,8,0,3,6,4,0,2,0,113.3953488372093,0.6666666666666666,3.0,6,1.506253973214126,0,0.125,0.3333333333333333,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
35,1349,7,2,3,63,2,1,4,2690,7713,1,0,18,3,4,1,1,5,2,1,0,0,1,0,76.85714285714286,0.0,3.25,1,0.8309727620890072,0,1.0,1.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
46,563,1,4,4,56,4,4,1,17567,3156,1,0,15,3,2,0,27,5,1,26,0,0,12,0,381.89130434782606,0.0,2.0,26,1.0224264221289097,0,0.14814814814814814,0.46153846153846156,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
28,329,24,3,3,51,3,1,2,2408,7324,1,1,17,3,3,3,1,3,3,1,1,0,0,1,86.0,1.0,2.75,1,0.7438596323830221,1,1.0,0.0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
22,457,26,2,2,85,2,1,3,2814,10293,1,1,14,3,2,0,4,2,2,4,2,1,3,0,127.9090909090909,0.5,2.25,3,0.8685258627250357,1,0.25,0.75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
50,1234,20,5,2,41,3,4,3,11245,20689,2,1,15,3,3,1,32,3,3,30,8,12,13,0,224.9,0.26666666666666666,2.75,18,1.4936051864199182,1,0.125,0.43333333333333335,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
32,634,5,4,2,35,4,1,4,3312,18783,3,0,17,3,4,2,6,3,3,3,2,0,2,0,103.5,0.6666666666666666,3.25,3,1.0222308661497221,0,0.16666666666666666,0.6666666666666666,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
44,1313,7,3,2,31,3,5,4,19049,3549,0,1,14,3,4,1,23,4,2,22,7,1,10,0,432.9318181818182,0.3181818181818182,3.0,21,1.1880712630702497,1,0.21739130434782608,0.45454545454545453,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
30,241,7,3,2,48,2,1,2,2141,5348,1,0,12,3,2,1,6,3,2,6,4,1,1,0,71.36666666666666,0.6666666666666666,2.0,5,0.6608080568920759,0,0.16666666666666666,0.16666666666666666,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
45,1015,5,5,3,50,1,2,1,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,0,128.2,0.7,2.0,9,1.782112217283079,1,0.2,0.4,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
45,336,26,3,1,52,2,2,1,4385,24162,1,0,15,3,1,1,10,2,3,10,7,4,5,0,97.44444444444444,0.7,1.5,6,0.6332789176521664,0,0.2,0.5,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
31,715,2,4,4,54,3,2,1,5332,21602,7,0,13,3,4,0,10,3,3,5,2,0,3,0,172.0,0.4,3.0,5,0.7700440567665567,0,0.2,0.6,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
36,559,12,4,3,76,3,2,3,4663,12421,9,1,12,3,2,2,7,2,3,3,2,1,1,0,129.52777777777777,0.6666666666666666,2.75,2,0.6391928492760884,1,0.2857142857142857,0.3333333333333333,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
34,426,10,4,3,42,4,2,4,4724,17000,1,0,13,3,1,1,9,3,3,9,7,7,2,0,138.94117647058823,0.7777777777777778,2.75,2,0.6475545828823165,0,0.2222222222222222,0.2222222222222222,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
49,722,25,4,3,84,3,1,1,3211,22102,1,0,14,3,4,1,10,3,2,9,6,1,4,0,65.53061224489795,0.6666666666666666,2.5,8,0.991915813779852,0,0.1,0.4444444444444444,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
39,1387,10,5,2,76,3,2,1,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7,0,137.87179487179486,1.0,2.5,0,0.7370662557489873,0,0.2,1.0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
27,1302,19,3,4,67,2,1,1,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7,0,150.59259259259258,1.0,2.25,7,1.2560354091650199,0,0.14285714285714285,1.0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
35,819,18,5,2,48,4,2,1,5208,26312,1,0,11,3,4,0,16,2,3,16,15,1,10,0,148.8,0.9375,2.5,15,1.6074209996702153,0,0.125,0.625,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
28,580,27,3,2,39,1,2,1,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0,0,174.17857142857142,0.6,1.75,5,0.6685274556979377,0,0.3333333333333333,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
21,546,5,1,3,97,3,1,4,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,0,148.42857142857142,1.0,3.25,0,0.9620451720376462,0,0.3333333333333333,1.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
18,544,3,2,2,70,3,1,4,1569,18420,1,1,12,3,3,0,0,2,4,0,0,0,0,1,87.16666666666667,0.0,3.25,0,0.5974866717440975,1,0.0,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
47,1176,26,4,4,98,3,5,3,19658,5220,3,0,11,3,3,1,27,2,3,5,2,1,0,0,418.25531914893617,0.4,3.25,4,1.1441258385728983,0,0.18518518518518517,0.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
39,170,3,2,3,76,2,2,3,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,0,78.6923076923077,0.8,3.25,10,0.9480503371193915,0,0.18181818181818182,0.7,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
40,884,15,3,1,80,2,3,3,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12,0,260.875,0.8333333333333334,2.75,4,1.4304047570654048,0,0.16666666666666666,0.6666666666666666,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
35,208,8,4,3,52,3,2,3,4148,12250,1,0,12,3,4,1,15,5,3,14,11,2,9,0,118.51428571428572,0.7857142857142857,3.25,12,0.5509536961556089,0,0.13333333333333333,0.6428571428571429,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
37,671,19,3,3,85,3,2,3,5768,26493,3,0,17,3,1,3,9,2,2,4,3,0,2,0,155.8918918918919,0.75,2.25,4,0.790663597388908,0,0.2222222222222222,0.5,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
39,711,4,3,1,81,3,2,3,5042,3140,0,0,13,3,4,0,10,2,1,9,2,3,8,0,129.28205128205127,0.2222222222222222,2.25,6,0.691145259714784,0,0.2,0.8888888888888888,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
45,1329,2,2,4,59,2,2,4,5770,5388,1,0,19,3,1,2,10,3,3,10,7,3,9,0,128.22222222222223,0.7,3.0,7,0.7909377525891123,0,0.2,0.9,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
38,397,2,2,4,54,2,3,3,7756,14199,3,1,19,3,4,1,10,6,4,5,4,0,2,0,204.10526315789474,0.8,3.75,5,1.0631738663918813,1,0.3,0.4,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
35,737,10,3,4,55,2,3,1,10306,21530,9,0,17,3,3,0,15,3,3,13,12,6,0,1,294.45714285714286,0.9230769230769231,2.75,7,1.4883859806894475,0,0.2,0.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
37,1470,10,3,2,71,3,1,2,3936,9953,1,0,11,3,1,1,8,2,1,8,4,7,7,0,106.37837837837837,0.5,1.5,1,1.2148250873083655,0,0.125,0.875,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
40,448,16,3,3,84,3,3,4,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3,0,198.625,0.5,3.25,1,1.089081532811178,1,0.16666666666666666,0.75,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
44,602,1,5,1,37,3,2,4,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,0,130.52272727272728,0.7,2.75,10,1.3558401699817033,1,0.14285714285714285,0.2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
48,365,4,5,3,89,2,4,4,15202,5602,2,0,25,4,2,1,23,3,3,2,2,2,2,0,316.7083333333333,1.0,3.0,0,0.884779784209238,0,0.17391304347826086,1.0,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
